,clickstream_userid,S0,S1,S2,S3,Model Score S0,Model Score S1,Model Score S2,Model Score S3
c6712ff2d858d927a2618ae91cbf2c8e,c6712ff2d858d927a2618ae91cbf2c8e,1,0,0,0,0.88,0.04,0.06,0.0
5633d3bf4e55aa245b89ed16e261ca27,5633d3bf4e55aa245b89ed16e261ca27,0,1,0,0,0.1,0.7,0.16,0.14
f04239f2f1320854d48812d11200a23a,f04239f2f1320854d48812d11200a23a,0,1,0,0,0.2,0.76,0.14,0.04
2e6c1bbf99ba4282376a36e218cf4a04,2e6c1bbf99ba4282376a36e218cf4a04,0,1,0,0,0.06,0.62,0.08,0.04
726209e0136d5c70a0bface45cce47c2,726209e0136d5c70a0bface45cce47c2,1,0,0,0,0.52,0.08,0.2,0.2
ef1fdc7d142ad40c2905632f1fd5d1c7,ef1fdc7d142ad40c2905632f1fd5d1c7,0,0,1,0,0.12,0.04,0.86,0.06
6c3a360dc60223c7d605c7ecb659a7de,6c3a360dc60223c7d605c7ecb659a7de,1,0,0,0,0.68,0.0,0.04,0.04
9a61a555458b2efe04d3683b8b464f69,9a61a555458b2efe04d3683b8b464f69,1,0,0,0,0.72,0.0,0.14,0.02
9aae11b06aec51e3a4e5d513b017d218,9aae11b06aec51e3a4e5d513b017d218,0,0,1,0,0.14,0.04,0.94,0.04
6119bb55222c5e09bc37e1dab1d029d8,6119bb55222c5e09bc37e1dab1d029d8,0,1,0,0,0.16,0.76,0.08,0.14
a0f4e6af5ec558abcf26b7eb181b1273,a0f4e6af5ec558abcf26b7eb181b1273,1,0,0,0,0.74,0.04,0.42,0.02
cd5fc7c80973f35c0658ae02e7b26d71,cd5fc7c80973f35c0658ae02e7b26d71,1,0,0,0,0.8,0.04,0.4,0.0
f698b1e2e7fab2a52de8202f951d6fd4,f698b1e2e7fab2a52de8202f951d6fd4,1,0,0,0,0.38,0.06,0.24,0.04
9fa71a63b02832128dddf80d3e69b769,9fa71a63b02832128dddf80d3e69b769,0,0,1,0,0.06,0.0,0.34,0.1
03eaebee7e67bd0756c8d93464c3c349,03eaebee7e67bd0756c8d93464c3c349,0,1,0,0,0.36,0.58,0.24,0.0
f9b882d01d5cc356daeb6c4cde883169,f9b882d01d5cc356daeb6c4cde883169,0,0,0,1,0.24,0.04,0.2,0.7
ba96d1661e7ff25bee43d7027f72859e,ba96d1661e7ff25bee43d7027f72859e,1,0,0,0,0.74,0.16,0.14,0.04
36761c8a6a6ef7d370cc5a359c3f48e2,36761c8a6a6ef7d370cc5a359c3f48e2,0,0,0,1,0.16,0.0,0.14,0.72
45a8f1675e79aaa086faeb4fb3ffe51d,45a8f1675e79aaa086faeb4fb3ffe51d,0,0,0,1,0.1,0.02,0.2,0.62
09ff037a88e4d58b576d2dbf6eb28edc,09ff037a88e4d58b576d2dbf6eb28edc,0,0,1,0,0.1,0.02,0.76,0.02
744b03076eafe43171cc753937ae43f6,744b03076eafe43171cc753937ae43f6,0,0,1,0,0.14,0.08,0.74,0.06
fcb40a662d56b93696af55ae8501632f,fcb40a662d56b93696af55ae8501632f,0,0,1,0,0.16,0.08,0.86,0.04
3d2c20d2ab05ff065eb90e0e6d9d4570,3d2c20d2ab05ff065eb90e0e6d9d4570,0,1,0,0,0.16,0.72,0.12,0.06
9025877482290e78747858fa29b14264,9025877482290e78747858fa29b14264,0,0,1,0,0.1,0.06,0.8,0.04
96372ed36ac778848bf4e2279dde1860,96372ed36ac778848bf4e2279dde1860,1,0,0,0,0.72,0.04,0.14,0.04
4b39bd4aa19f2adf757690355573eb5d,4b39bd4aa19f2adf757690355573eb5d,1,0,0,0,0.72,0.04,0.12,0.02
745a9338d63e0eeb58b145558e030693,745a9338d63e0eeb58b145558e030693,1,0,0,0,0.82,0.02,0.12,0.0
d4477cbb1862ad4ec3b5cbe216797b32,d4477cbb1862ad4ec3b5cbe216797b32,0,1,0,0,0.32,0.58,0.08,0.02
de2820a340f4d1a391c0d9925a84c9fb,de2820a340f4d1a391c0d9925a84c9fb,0,0,1,0,0.2,0.08,0.74,0.08
3326e4212736eefeca46ccf15986fffe,3326e4212736eefeca46ccf15986fffe,0,0,1,0,0.14,0.04,0.8,0.06
d11c47587e1f77c056617d0367d88974,d11c47587e1f77c056617d0367d88974,0,1,0,0,0.18,0.1,0.08,0.04
d4e0d8aa7af37e6ef9647e7184a4e913,d4e0d8aa7af37e6ef9647e7184a4e913,0,0,1,0,0.04,0.08,0.8,0.02
6b2075c7f699dbbfedbcbf6debe23136,6b2075c7f699dbbfedbcbf6debe23136,0,0,1,0,0.2,0.0,0.76,0.04
8319f737d70af0f0c1ba75299101a5b1,8319f737d70af0f0c1ba75299101a5b1,0,0,1,0,0.18,0.04,0.86,0.06
1db3161431c4b0a40bfe355f8e45ee6b,1db3161431c4b0a40bfe355f8e45ee6b,1,0,0,0,0.68,0.06,0.14,0.12
cb77a03c4cff5c7e98818e9fee00d9ce,cb77a03c4cff5c7e98818e9fee00d9ce,0,1,0,0,0.14,0.52,0.14,0.08
d078686ea780f1159c8484b1115fcbb3,d078686ea780f1159c8484b1115fcbb3,0,0,1,0,0.12,0.12,0.68,0.02
8f57ee6771b4e7ff5eb9784b4e2e414b,8f57ee6771b4e7ff5eb9784b4e2e414b,1,0,0,0,0.72,0.04,0.1,0.06
c79a82b65af6ca532535e596cf1a6c88,c79a82b65af6ca532535e596cf1a6c88,1,0,0,0,0.42,0.08,0.04,0.06
26845df1a919ac081926047c9351a890,26845df1a919ac081926047c9351a890,1,0,0,0,0.84,0.02,0.22,0.04
8b953810725cfe928ba4251abbc9ec38,8b953810725cfe928ba4251abbc9ec38,0,0,0,1,0.06,0.06,0.1,0.24
8a52a21004db9f2da128f5bf435dfeca,8a52a21004db9f2da128f5bf435dfeca,0,0,0,1,0.1,0.0,0.16,0.62
09f73e3d88ebac0bd6ce2c51776f3306,09f73e3d88ebac0bd6ce2c51776f3306,1,0,0,0,0.76,0.06,0.26,0.06
2f7686c3d8006c83f56ac547604bbdc3,2f7686c3d8006c83f56ac547604bbdc3,1,0,0,0,0.76,0.02,0.26,0.2
b87be43e45fa3941ca8195bd46efa5f8,b87be43e45fa3941ca8195bd46efa5f8,0,0,1,0,0.18,0.04,0.82,0.02
abe96c676ea096fcfe9790b2db593f9a,abe96c676ea096fcfe9790b2db593f9a,1,0,0,0,0.74,0.02,0.14,0.0
0eac6e39f1fdddea404c03060d4306fb,0eac6e39f1fdddea404c03060d4306fb,0,1,0,0,0.1,0.68,0.18,0.1
72812c1205d391754b70cac9f78b1057,72812c1205d391754b70cac9f78b1057,1,0,0,0,0.82,0.04,0.06,0.12
749c9aff39885d9802922dd6ac38fbc4,749c9aff39885d9802922dd6ac38fbc4,1,0,0,0,0.74,0.02,0.14,0.06
740adcebd235a89aa410e6b117bcbf4c,740adcebd235a89aa410e6b117bcbf4c,0,0,1,0,0.12,0.06,0.52,0.1
909ccf52e623d7436e640cea962c2b14,909ccf52e623d7436e640cea962c2b14,0,0,0,1,0.12,0.02,0.1,0.64
d61073ec55d7b415313bd514c4bab78f,d61073ec55d7b415313bd514c4bab78f,1,0,0,0,0.82,0.14,0.18666666666666665,0.1
3a05ccf74a209a34e1c4d23c60ca01c5,3a05ccf74a209a34e1c4d23c60ca01c5,0,0,1,0,0.16,0.18,0.82,0.06
b6f15176ba7acc6295fce53287a6ba63,b6f15176ba7acc6295fce53287a6ba63,0,1,0,0,0.14,0.74,0.36,0.02
e1c072c776cb0e1af266f8a41de91a28,e1c072c776cb0e1af266f8a41de91a28,0,1,0,0,0.22,0.58,0.04,0.02
354da343becc906ac131fe03f1109623,354da343becc906ac131fe03f1109623,1,0,0,0,0.8,0.0,0.18,0.04
5a4a09313e8dc5dc64f1b47fa8e510b3,5a4a09313e8dc5dc64f1b47fa8e510b3,0,0,1,0,0.12,0.0,0.88,0.0
d6f5be073992d3304b77e356ebb5464d,d6f5be073992d3304b77e356ebb5464d,1,0,0,0,0.8,0.04,0.22,0.02
2d389d5b04f6e240d8a50904fa55eddb,2d389d5b04f6e240d8a50904fa55eddb,1,0,0,0,0.78,0.04,0.08,0.08
b0786599733aadad4f0d7d2bf7102b81,b0786599733aadad4f0d7d2bf7102b81,1,0,0,0,0.74,0.0,0.08,0.02
e726a45040c305a0d660460d87fed681,e726a45040c305a0d660460d87fed681,0,1,0,0,0.1,0.74,0.12,0.04
2449d78afbf88c3589e4d4bf9bfc0051,2449d78afbf88c3589e4d4bf9bfc0051,0,0,1,0,0.1,0.02,0.76,0.06
7793cfbca3897b1cf9edfc89780fbf30,7793cfbca3897b1cf9edfc89780fbf30,0,0,0,1,0.12,0.02,0.44,0.8
4357d522a6cadc06c73f4a395ab2de1b,4357d522a6cadc06c73f4a395ab2de1b,0,1,0,0,0.1,0.64,0.32,0.02
e7ada6d1e8b4f845deca091eefe1466e,e7ada6d1e8b4f845deca091eefe1466e,1,0,0,0,0.78,0.02,0.48,0.06
22eb6d8b7c98991fc41c9ee019361f75,22eb6d8b7c98991fc41c9ee019361f75,1,0,0,0,0.84,0.06,0.06,0.04
a53d662f2dbf50b5e8a5cac8e363accf,a53d662f2dbf50b5e8a5cac8e363accf,0,0,1,0,0.16,0.02,0.84,0.08
3438dad3c8e8c10c4df9a0138aba7b90,3438dad3c8e8c10c4df9a0138aba7b90,0,0,1,0,0.12,0.02,0.74,0.02
13478e7bc2fde032481660174fa1b07c,13478e7bc2fde032481660174fa1b07c,0,0,0,1,0.1,0.0,0.16,0.12
37e43f5f2ee13e74adb76dbc95282238,37e43f5f2ee13e74adb76dbc95282238,1,0,0,0,0.88,0.04,0.12,0.16
5148f36080ea822d266f974464d2ad09,5148f36080ea822d266f974464d2ad09,0,0,1,0,0.12,0.1,0.46,0.08
93c7ac455a67a26b1fde32940a90c6e9,93c7ac455a67a26b1fde32940a90c6e9,1,0,0,0,0.62,0.04,0.16,0.14
fc3352358a7df1dd4f5fd983d2f4a774,fc3352358a7df1dd4f5fd983d2f4a774,0,0,1,0,0.2,0.04,0.72,0.02
8b8706ee83f2743f168103e9fa22d249,8b8706ee83f2743f168103e9fa22d249,0,0,1,0,0.14,0.14,0.94,0.04
c9976f1d3dc77570f99f43a227dce6e6,c9976f1d3dc77570f99f43a227dce6e6,1,0,0,0,0.84,0.02,0.22,0.12
80e40f856663ba31913a4049039974cb,80e40f856663ba31913a4049039974cb,1,0,0,0,0.78,0.04,0.14,0.08
a5e00fda9eb3946f1f33701eeddad410,a5e00fda9eb3946f1f33701eeddad410,1,0,0,0,0.82,0.06,0.14,0.04
8039b0883caf4d71861268f2e9e2525a,8039b0883caf4d71861268f2e9e2525a,0,0,0,1,0.08,0.0,0.1,0.6
96f968335d4f8f06018f39a154f87ff5,96f968335d4f8f06018f39a154f87ff5,1,0,0,0,0.76,0.06,0.06,0.06
59e42509e2c48775775c4528494b489a,59e42509e2c48775775c4528494b489a,1,0,0,0,0.66,0.04,0.12,0.04
edbdd3e1928222c4cd58ef60fda5ccbd,edbdd3e1928222c4cd58ef60fda5ccbd,0,1,0,0,0.08,0.56,0.12,0.06
67c66fb2e06e5b6e4374109818363fcf,67c66fb2e06e5b6e4374109818363fcf,0,0,1,0,0.12,0.02,0.72,0.04
571152bee4ee149a901068c3c82f66f6,571152bee4ee149a901068c3c82f66f6,0,0,1,0,0.14,0.02,0.7,0.02
e58599e48d810f0998299de11493f0ac,e58599e48d810f0998299de11493f0ac,1,0,0,0,0.84,0.04,0.12,0.02
e958445535324d1d1e8a239bad1f0a37,e958445535324d1d1e8a239bad1f0a37,1,0,0,0,0.74,0.06,0.04,0.06
13e14da99e7f2e7bcb4de6bb6f55a143,13e14da99e7f2e7bcb4de6bb6f55a143,1,0,0,0,0.76,0.02,0.38,0.1
1601c609b4d5f1128559ec32978aa43a,1601c609b4d5f1128559ec32978aa43a,0,0,1,0,0.12,0.04,0.74,0.02
c4b60bacfe92c87bfb9e39d64263ae47,c4b60bacfe92c87bfb9e39d64263ae47,1,0,0,0,0.82,0.04,0.18,0.04
e1e7e91f369a5f0ee7c0c37d2d5c4354,e1e7e91f369a5f0ee7c0c37d2d5c4354,0,0,0,1,0.12,0.02,0.14,0.74
7b3f37906273ddbf3cf78f2ba40b6dc3,7b3f37906273ddbf3cf78f2ba40b6dc3,1,0,0,0,0.82,0.12,0.42,0.02
29924dcf1343b846bff90240eb0e7d49,29924dcf1343b846bff90240eb0e7d49,0,0,1,0,0.1,0.1,0.76,0.08
b46264120df862c1818438befe396a8b,b46264120df862c1818438befe396a8b,0,0,1,0,0.08,0.08,0.88,0.08
779884fa80fc506c6f5ee9fc0caefe17,779884fa80fc506c6f5ee9fc0caefe17,1,0,0,0,0.74,0.06,0.46,0.06
c35633c3cec699a2e6e054ead03e8df1,c35633c3cec699a2e6e054ead03e8df1,1,0,0,0,0.7,0.12,0.16,0.04
fecccf30e7351e84dfba8d9c4492d26f,fecccf30e7351e84dfba8d9c4492d26f,1,0,0,0,0.74,0.0,0.18,0.02
1406143d539dd75b31d562469f763594,1406143d539dd75b31d562469f763594,1,0,0,0,0.8,0.0,0.16,0.06
8da05a0759f02a58f54172757c9e7e83,8da05a0759f02a58f54172757c9e7e83,1,0,0,0,0.82,0.12,0.08,0.0
31220723f6399028462f3d25fe980727,31220723f6399028462f3d25fe980727,0,0,1,0,0.14,0.04,0.82,0.04
eb09ff04f3e05f9087912af46e6bf441,eb09ff04f3e05f9087912af46e6bf441,0,0,1,0,0.04,0.08,0.82,0.04
94cbbc32df18d9f1894cbad58f6aae33,94cbbc32df18d9f1894cbad58f6aae33,0,1,0,0,0.02,0.06,0.14,0.12
08f3334a0050760b99eadab36b7ba561,08f3334a0050760b99eadab36b7ba561,0,0,0,1,0.18,0.04,0.08,0.66
326f775b21f52ed40012f963035b6162,326f775b21f52ed40012f963035b6162,1,0,0,0,0.82,0.06,0.24,0.1
10e9236fcfdc5e78a3d89eea82f166b4,10e9236fcfdc5e78a3d89eea82f166b4,1,0,0,0,0.78,0.02,0.16,0.08
7b8553dfd544d43e62083796ac4d092a,7b8553dfd544d43e62083796ac4d092a,0,0,1,0,0.12,0.04,0.76,0.04
3f4fdc13900ff7762171d787f83709aa,3f4fdc13900ff7762171d787f83709aa,0,0,1,0,0.14,0.02,0.74,0.16
ae68be947bbc8551c38ff340b169495b,ae68be947bbc8551c38ff340b169495b,1,0,0,0,0.3,0.12,0.12,0.02
d087848902ec423a06cfd4547c9bc39d,d087848902ec423a06cfd4547c9bc39d,1,0,0,0,0.72,0.06,0.14,0.0
71a824232d9739a04278e0045c633475,71a824232d9739a04278e0045c633475,0,0,1,0,0.08,0.08,0.82,0.08
d446ef534e5214334b8f5d3bd35f1623,d446ef534e5214334b8f5d3bd35f1623,0,0,0,1,0.12,0.02,0.46,0.74
20e15aeeb70c51938909fc1d79c72f7d,20e15aeeb70c51938909fc1d79c72f7d,0,0,1,0,0.08,0.02,0.76,0.0
91a882f048acadccef863c189f4f43fc,91a882f048acadccef863c189f4f43fc,0,0,0,1,0.06,0.04,0.12,0.68
435df87598c4d1743b03c53184097e41,435df87598c4d1743b03c53184097e41,1,0,0,0,0.76,0.02,0.14,0.1
68a98061cfa8456949fb48ac6631fcdc,68a98061cfa8456949fb48ac6631fcdc,1,0,0,0,0.76,0.06,0.12,0.04
b8e9f4478b66279a860b093ef6a4f2bf,b8e9f4478b66279a860b093ef6a4f2bf,0,0,1,0,0.16,0.02,0.74,0.06
6a14a171ff5fee1678841be88521d574,6a14a171ff5fee1678841be88521d574,1,0,0,0,0.84,0.02,0.1,0.04
9d337627cf7204be41f265adb1020046,9d337627cf7204be41f265adb1020046,1,0,0,0,0.74,0.04,0.18,0.0
ec9b247169526a005ac80cf5ca57d2ba,ec9b247169526a005ac80cf5ca57d2ba,0,1,0,0,0.16,0.64,0.14,0.0
38d028ba72c70d40c92bccb0a6dcbafb,38d028ba72c70d40c92bccb0a6dcbafb,0,0,1,0,0.12,0.06,0.82,0.04
0f663c4c4832554758de717d0a6189ae,0f663c4c4832554758de717d0a6189ae,0,0,0,1,0.46,0.1,0.1,0.54
693e1c41a9db941c7a61bf223673032b,693e1c41a9db941c7a61bf223673032b,1,0,0,0,0.76,0.0,0.1,0.06
00870a84bccf9a10757b60959f3ed6e6,00870a84bccf9a10757b60959f3ed6e6,0,0,0,1,0.08,0.0,0.12,0.74
1832ebb5affa177dbc0ee59b542b2fda,1832ebb5affa177dbc0ee59b542b2fda,1,0,0,0,0.82,0.04,0.08,0.04
9a6b14877a32d9c5b55b8bacfddf2a04,9a6b14877a32d9c5b55b8bacfddf2a04,0,1,0,0,0.16,0.64,0.1,0.0
a3dafd9d7c9c8977a7bb60f33912b184,a3dafd9d7c9c8977a7bb60f33912b184,1,0,0,0,0.78,0.08,0.18,0.08
fa060302e6b854f05e166a2275f06ec6,fa060302e6b854f05e166a2275f06ec6,1,0,0,0,0.32,0.04,0.18,0.04
14b43b79992a390a50275120cf849829,14b43b79992a390a50275120cf849829,0,0,1,0,0.24,0.0,0.8,0.06
df9a77ca7decc69b1b0b1e1bceb0ee75,df9a77ca7decc69b1b0b1e1bceb0ee75,0,0,0,1,0.08,0.0,0.14,0.82
ade9a3a7bc620eb050834fd4ea5927e9,ade9a3a7bc620eb050834fd4ea5927e9,0,0,1,0,0.2,0.14,0.76,0.26
0edd957199e3c76091f380cb27ec6c9b,0edd957199e3c76091f380cb27ec6c9b,1,0,0,0,0.8,0.0,0.22,0.04
2d34a2399a2d5127f17bdae278d487cd,2d34a2399a2d5127f17bdae278d487cd,0,0,1,0,0.16,0.0,0.92,0.02
0026bb3119532f5a13160390949b196c,0026bb3119532f5a13160390949b196c,0,0,1,0,0.18,0.04,0.76,0.02
00e979b741519cbca8c5f5dc2c65e29f,00e979b741519cbca8c5f5dc2c65e29f,0,0,1,0,0.2,0.08,0.74,0.04
126db453c34fc7d9e08bf903060c231c,126db453c34fc7d9e08bf903060c231c,1,0,0,0,0.8,0.02,0.24,0.1
ef3ed092bc5fbc417d3be3e49b1ef857,ef3ed092bc5fbc417d3be3e49b1ef857,1,0,0,0,0.74,0.02,0.2,0.04
dce700f20051d2f535af18cc7ea1f6cb,dce700f20051d2f535af18cc7ea1f6cb,0,0,1,0,0.36,0.08,0.78,0.12
10826f00d23b7bc4c6c685ddc8deed8b,10826f00d23b7bc4c6c685ddc8deed8b,1,0,0,0,0.76,0.04,0.12,0.0
d3e340b7ba5b86a54dc13f84fe765ccc,d3e340b7ba5b86a54dc13f84fe765ccc,1,0,0,0,0.72,0.02,0.12,0.02
5a7b8949fb372722befbf11d0be42f03,5a7b8949fb372722befbf11d0be42f03,0,0,1,0,0.2,0.04,0.7,0.04
552f081bfe03021fddb41fdc17d1abff,552f081bfe03021fddb41fdc17d1abff,1,0,0,0,0.84,0.04,0.16,0.04
b911c49d9d67be45f7525a4b39b104b3,b911c49d9d67be45f7525a4b39b104b3,1,0,0,0,0.8,0.12,0.04,0.08
92722073c2248ee74afc9d13e1af0549,92722073c2248ee74afc9d13e1af0549,0,0,1,0,0.18,0.14,0.84,0.04
d1aea94f5bf8b26ba845c598346d8a54,d1aea94f5bf8b26ba845c598346d8a54,1,0,0,0,0.74,0.08,0.16,0.04
daa74530c678114a2974ea1ccee52d62,daa74530c678114a2974ea1ccee52d62,0,1,0,0,0.52,0.1,0.14,0.04
5cb3ab997f347d4b8bf30828b1b6795a,5cb3ab997f347d4b8bf30828b1b6795a,1,0,0,0,0.76,0.08,0.12,0.02
6b8a2ee08c252bb98a8856953c89fb21,6b8a2ee08c252bb98a8856953c89fb21,1,0,0,0,0.64,0.04,0.14,0.14
aff15f33340db8b274207f85bd0ec6e9,aff15f33340db8b274207f85bd0ec6e9,0,1,0,0,0.08,0.14,0.06,0.06
40be04ed9b116efed49f8e7d5b118857,40be04ed9b116efed49f8e7d5b118857,0,0,0,1,0.14,0.02,0.3,0.68
2b7c30b8641b7f74f1b5b42174fa311d,2b7c30b8641b7f74f1b5b42174fa311d,0,0,1,0,0.12,0.24,0.84,0.02
e14bfe9a71ebe60877d35e48788eda13,e14bfe9a71ebe60877d35e48788eda13,0,0,1,0,0.32,0.02,0.78,0.04
deaef82fd62645f278243914ff285238,deaef82fd62645f278243914ff285238,1,0,0,0,0.8,0.06,0.24,0.04
cc66049e2e236ce207acc970b2a4384d,cc66049e2e236ce207acc970b2a4384d,0,0,1,0,0.06,0.04,0.82,0.04
6365955ed22493ea413c9bcf12601cde,6365955ed22493ea413c9bcf12601cde,0,0,1,0,0.1,0.06,0.86,0.1
f028d30813f39c035d3e3c586bf0876d,f028d30813f39c035d3e3c586bf0876d,1,0,0,0,0.72,0.0,0.08,0.06
bc70c3b31648cad89c1faf367c2c684e,bc70c3b31648cad89c1faf367c2c684e,0,0,1,0,0.18,0.12,0.78,0.1
2562196054f26e5c7a6bacd0dc3ce7b8,2562196054f26e5c7a6bacd0dc3ce7b8,0,0,1,0,0.14,0.02,0.82,0.04
9fbbaf1ebf6b118a7a4434c175665d6d,9fbbaf1ebf6b118a7a4434c175665d6d,0,0,1,0,0.14,0.1,0.76,0.18
22cf7529e64f3e3298b5eee9102e9430,22cf7529e64f3e3298b5eee9102e9430,1,0,0,0,0.76,0.02,0.068,0.04
b3382b4247a8d8593880789fe3d6dfe8,b3382b4247a8d8593880789fe3d6dfe8,0,0,1,0,0.16,0.06,0.72,0.02
39dccc22ac2e54308494a0c1f9a352bd,39dccc22ac2e54308494a0c1f9a352bd,0,0,1,0,0.18,0.06,0.86,0.02
156458f8f33f1cee55ef1da0a1c02ff5,156458f8f33f1cee55ef1da0a1c02ff5,1,0,0,0,0.78,0.04,0.2,0.16
6703034460885c0d5623438948f2e698,6703034460885c0d5623438948f2e698,0,0,1,0,0.12,0.04,0.82,0.12
dbd868d10998461d1452d484670cd793,dbd868d10998461d1452d484670cd793,0,0,0,1,0.08,0.0,0.46,0.68
ac3a441297a0b247f599aab2c3d9b153,ac3a441297a0b247f599aab2c3d9b153,0,0,0,1,0.1,0.02,0.2,0.58
95f0c93a1fed7f1826ebf177ec8ebb46,95f0c93a1fed7f1826ebf177ec8ebb46,1,0,0,0,0.76,0.06,0.08,0.04
20b879289d41fb1d5be34a34175f4ac9,20b879289d41fb1d5be34a34175f4ac9,0,0,1,0,0.1,0.02,0.8,0.06
47a7b6f3b6bedee0e9ef22585925653d,47a7b6f3b6bedee0e9ef22585925653d,0,0,0,1,0.18,0.04,0.16,0.56
4b9e451fafe59d3b5f3e28baf83d7635,4b9e451fafe59d3b5f3e28baf83d7635,0,0,0,1,0.2,0.04,0.14,0.58
a9e3b30e406448b4eb3bcb63a4c58e30,a9e3b30e406448b4eb3bcb63a4c58e30,0,0,0,1,0.1,0.08,0.1,0.68
74f432fd4796381c41244226ffa9bc8a,74f432fd4796381c41244226ffa9bc8a,1,0,0,0,0.62,0.0,0.12,0.04
9068e2fe4ca9367b4d96bd7932d389e9,9068e2fe4ca9367b4d96bd7932d389e9,0,0,0,1,0.1,0.04,0.18,0.78
86a4f7d032075321d83173149f700817,86a4f7d032075321d83173149f700817,1,0,0,0,0.78,0.06,0.18,0.02
e7802247916a2cbc9b76c2c50822e072,e7802247916a2cbc9b76c2c50822e072,1,0,0,0,0.66,0.06,0.16,0.04
c1b539482ededcea2625fdc6311d1bc6,c1b539482ededcea2625fdc6311d1bc6,0,1,0,0,0.38,0.7,0.26,0.04
9bbceb159d75afdbbed282a2d5e6bbe6,9bbceb159d75afdbbed282a2d5e6bbe6,0,1,0,0,0.22,0.68,0.2,0.02
cabed8ecec8e51b2edd072ee4c15c62c,cabed8ecec8e51b2edd072ee4c15c62c,0,0,0,1,0.1,0.02,0.16,0.62
7ac1ac20beb13336ea5652b757ae14e5,7ac1ac20beb13336ea5652b757ae14e5,0,0,0,1,0.18,0.02,0.48,0.86
43bc3cface016b67846d065625171738,43bc3cface016b67846d065625171738,1,0,0,0,0.76,0.1,0.14,0.06
a3b741fde647d5343b91cab556e693a4,a3b741fde647d5343b91cab556e693a4,1,0,0,0,0.72,0.02,0.18,0.18
3b0239b4d4f8ea839117bb8d540dcd19,3b0239b4d4f8ea839117bb8d540dcd19,0,1,0,0,0.12,0.66,0.12,0.1
0ebedcafc0aec0fcd04ddd944eb82369,0ebedcafc0aec0fcd04ddd944eb82369,0,0,1,0,0.44,0.08,0.76,0.06
a029c96c342831cee74076d0a8450c6a,a029c96c342831cee74076d0a8450c6a,0,0,1,0,0.08,0.0,0.78,0.04
b35c8ded01741b15cea5199e855c6530,b35c8ded01741b15cea5199e855c6530,1,0,0,0,0.88,0.0,0.22,0.06
f25c0721b2e6e8be92746009fc86f2ae,f25c0721b2e6e8be92746009fc86f2ae,0,0,1,0,0.12,0.0,0.82,0.06
018fb6a19a89758fac6b1cc725c9aa31,018fb6a19a89758fac6b1cc725c9aa31,0,0,1,0,0.1,0.2,0.72,0.14
d3273a41da241ff516d5b7b8dd512d2a,d3273a41da241ff516d5b7b8dd512d2a,0,0,1,0,0.12,0.06,0.72,0.02
f98f9a073d2c0035b93e04a5cf825ed8,f98f9a073d2c0035b93e04a5cf825ed8,0,1,0,0,0.16,0.62,0.14,0.06
7642e9659fc140b69756538c369c8310,7642e9659fc140b69756538c369c8310,1,0,0,0,0.68,0.08,0.14,0.02
60ce30f6b5b80e6ec4b4b5f71517d1b2,60ce30f6b5b80e6ec4b4b5f71517d1b2,1,0,0,0,0.84,0.06,0.14,0.02
2fe9954df811e04af55e933351454cdc,2fe9954df811e04af55e933351454cdc,0,0,1,0,0.14,0.0,0.8,0.04
0b5a640db412407949242144e7766f26,0b5a640db412407949242144e7766f26,1,0,0,0,0.74,0.04,0.1,0.1
bb6d0bcb0eb98f1a8a3755d2516016c1,bb6d0bcb0eb98f1a8a3755d2516016c1,0,0,1,0,0.18,0.06,0.74,0.08
95c4661910cbcbf4405a3ab562417669,95c4661910cbcbf4405a3ab562417669,0,0,0,1,0.12,0.02,0.18,0.66
ea6cf64f0ff2e3c675add3f235ea64bf,ea6cf64f0ff2e3c675add3f235ea64bf,0,0,1,0,0.14,0.06,0.78,0.1
314a2b28c03781d9ca728c03af2e539d,314a2b28c03781d9ca728c03af2e539d,1,0,0,0,0.76,0.02,0.02,0.08
74a7eb70c8accc1b4c6faf2cc06763b7,74a7eb70c8accc1b4c6faf2cc06763b7,0,0,1,0,0.2,0.08,0.28,0.1
979a4c7acd987557399911048181f312,979a4c7acd987557399911048181f312,1,0,0,0,0.42,0.06,0.18,0.24
91f6581cd2eabc7080dcb738128bb91e,91f6581cd2eabc7080dcb738128bb91e,0,0,1,0,0.12,0.04,0.84,0.12
696728b6ee035f26f556ed90727929ad,696728b6ee035f26f556ed90727929ad,0,0,0,1,0.08,0.0,0.1,0.52
9ec0fcc783a2098acc14aad3f31dedfa,9ec0fcc783a2098acc14aad3f31dedfa,0,1,0,0,0.04,0.7,0.22,0.02
5d8a1e322f5d49cc427906c65d500906,5d8a1e322f5d49cc427906c65d500906,0,0,1,0,0.12,0.1,0.78,0.08
3ab69f6ea710c08e67e33fe6ea4c1216,3ab69f6ea710c08e67e33fe6ea4c1216,0,1,0,0,0.16,0.64,0.44,0.06
c8ab04b4761db415288a97756a96b6e7,c8ab04b4761db415288a97756a96b6e7,1,0,0,0,0.84,0.14,0.12,0.06
08fee74daa2c4ad5b240330e87c07882,08fee74daa2c4ad5b240330e87c07882,0,0,1,0,0.14,0.04,0.8,0.02
841c9bf06882d69e62256309653ce17f,841c9bf06882d69e62256309653ce17f,1,0,0,0,0.84,0.02,0.2,0.02
66b92326233eda81a0e34e98cc90f046,66b92326233eda81a0e34e98cc90f046,0,0,0,1,0.08,0.0,0.1,0.18
